junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,speed_limit,engine_capacity_(cc),vehicle_type,urban_or_rural_area,road_surface_conditions,time_range,accident_severity
0,5,8,60,4,30,1587,21,1,1,9,1
6,3,13,18,6,40,1397,9,1,1,1,1
1,5,4,46,4,30,12419,21,1,1,10,1
3,6,11,18,5,30,1390,9,1,2,18,1
7,5,16,42,3,30,1360,9,1,1,8,1
7,5,16,42,3,30,1360,9,1,1,8,1
3,3,8,63,6,40,1587,1,1,2,6,1
0,6,15,65,2,30,398,4,1,2,22,1
0,6,5,35,2,30,1461,9,1,2,22,1
6,3,8,59,4,30,1587,9,1,1,9,1
1,3,4,50,6,30,779,5,1,1,16,1
3,4,8,24,4,30,1587,1,1,2,15,1
3,5,4,37,2,30,2143,19,1,1,18,1
3,6,3,37,2,30,1600,9,1,1,7,1
2,4,10,30,2,30,1686,9,1,2,18,1
6,4,8,37,3,30,1587,9,1,2,7,1
3,3,3,37,5,30,124,3,1,2,9,1
6,3,8,37,5,30,1587,1,1,2,9,1
0,6,13,85,1,30,1388,9,1,1,15,1
3,5,6,61,6,30,998,5,1,1,6,1
3,6,5,41,3,30,1598,8,1,1,15,1
3,6,6,46,3,30,1798,8,1,1,15,1
2,4,11,30,6,30,1461,9,1,2,22,1
3,3,8,39,5,30,1587,1,1,1,8,1
3,3,8,39,5,30,1587,1,1,1,8,1
3,3,8,31,4,30,1587,1,1,1,18,1
6,6,8,37,4,30,1587,9,1,1,13,1
3,3,3,40,6,30,4500,11,1,1,10,1
3,3,3,40,6,30,4500,11,1,1,17,1
3,5,8,41,6,30,1587,1,1,1,13,1
0,3,5,29,1,30,125,4,1,1,1,1
0,6,14,37,7,30,2435,9,1,1,16,1
8,3,7,43,6,30,680,5,1,1,15,1
6,3,8,37,3,30,1587,9,1,1,17,1
3,3,8,47,3,30,1587,1,1,1,15,1
1,6,8,58,4,30,1587,19,1,2,9,1
1,6,13,23,4,30,1598,9,1,2,9,1
6,3,3,35,6,30,1998,8,1,1,1,1
6,3,3,41,6,30,2143,8,1,1,1,1
6,5,4,45,5,30,1797,9,1,1,19,1
6,3,5,37,5,30,1968,9,1,1,17,1
0,3,11,36,6,30,7300,11,1,1,7,1
6,3,10,66,1,30,1198,9,1,2,13,1
3,3,13,56,6,30,1998,9,1,1,23,1
0,3,5,29,7,30,1797,8,1,1,0,1
3,3,11,48,1,30,1368,9,1,1,16,1
3,3,3,42,7,30,9360,11,1,1,21,1
3,4,2,41,7,30,125,3,1,2,14,1
6,3,2,42,6,30,599,5,1,1,16,1
3,3,10,25,3,30,1598,9,2,1,14,1
3,3,6,31,3,30,2148,19,2,1,14,1
3,3,6,31,3,30,2148,19,2,1,14,1
3,3,5,65,4,30,1560,8,1,1,11,1
3,3,8,52,4,30,1587,2,1,1,12,1
3,5,2,37,4,30,125,3,1,1,14,1
6,5,1,22,4,30,109,2,1,1,19,1
2,6,8,35,5,30,1587,1,1,1,20,1
6,3,9,18,7,30,124,3,1,1,9,1
0,3,1,20,1,30,3498,9,1,1,23,1
0,4,8,42,5,30,1587,1,1,2,8,1
3,5,8,29,5,30,1587,3,1,1,16,1
0,3,1,63,6,30,4500,11,1,1,8,1
0,6,8,25,6,30,1587,1,1,1,13,1
3,5,8,56,2,30,1587,1,1,1,21,1
3,3,5,36,3,30,108,3,1,1,20,1
1,3,3,25,3,50,124,3,1,1,15,1
1,3,6,43,3,50,599,5,1,1,15,1
6,3,8,34,3,30,1587,3,1,1,8,1
0,6,8,37,3,30,1587,9,1,1,16,1
3,5,8,48,6,30,2499,8,1,1,8,1
1,4,6,27,7,30,1364,9,1,2,21,1
6,4,8,27,6,30,1587,1,1,2,18,1
3,3,1,39,6,30,2499,8,1,2,18,1
3,3,2,45,6,30,1968,9,1,2,18,1
6,3,2,16,7,30,125,3,1,2,11,1
3,3,8,56,2,30,1587,3,1,1,11,1
3,3,11,35,2,30,124,3,1,2,20,1
0,6,8,46,2,30,1587,21,1,1,9,1
3,3,1,25,2,30,125,3,1,1,10,1
0,6,8,45,3,30,1587,9,1,1,10,1
3,3,6,45,3,30,124,3,1,2,17,1
3,3,7,40,3,30,680,3,1,1,10,1
3,4,8,50,4,30,1587,1,1,1,20,1
6,4,8,40,5,30,1587,1,1,2,19,1
6,3,5,22,5,30,125,3,1,2,22,1
6,3,5,54,6,30,2148,8,1,1,23,1
6,3,5,54,6,30,2148,8,1,1,23,1
3,5,3,45,1,30,4500,11,1,1,10,1
0,4,8,37,1,30,1587,9,1,2,18,1
3,3,8,36,4,30,1587,1,1,2,7,1
6,3,8,47,5,30,1587,1,1,2,14,1
6,4,8,41,5,30,1587,9,1,1,21,1
3,3,8,27,5,30,1587,1,1,1,19,1
6,3,8,59,1,30,1587,1,1,2,18,1
3,3,2,25,7,30,4461,11,1,1,16,1
3,3,8,30,1,30,1587,1,1,1,13,1
0,4,8,70,7,30,1587,9,1,2,11,1
0,3,8,42,7,30,2499,8,1,1,16,1
3,3,2,54,2,30,4461,11,1,1,16,1
3,5,8,36,2,30,1587,8,1,1,10,1
3,5,8,36,2,30,1587,8,1,1,10,1
3,5,8,36,2,30,1587,8,1,1,10,1
3,5,8,36,2,30,1587,8,1,1,10,1
3,5,8,36,2,30,1587,8,1,1,10,1
3,5,1,37,2,30,1560,9,1,1,10,1
3,3,8,33,2,30,1587,2,1,1,11,1
6,5,2,37,7,30,5513,9,1,1,18,1
0,6,4,21,3,30,108,4,1,2,21,1
3,3,2,54,3,30,2993,8,1,1,10,1
3,3,11,31,6,30,599,5,1,1,19,1
3,3,8,33,6,30,1587,1,1,1,12,1
0,3,8,42,7,30,1587,9,1,1,13,1
0,3,9,60,7,30,2987,9,1,1,13,1
3,3,1,25,4,30,124,3,1,1,7,1
3,3,12,41,3,30,125,4,1,1,12,1
6,3,6,36,3,30,125,4,1,1,19,1
3,3,4,21,3,30,124,4,1,1,22,1
3,3,2,30,3,30,3920,20,1,1,23,1
3,3,8,22,3,30,1587,1,1,1,17,1
3,3,8,22,5,30,1587,3,1,1,20,1
3,3,8,33,5,30,1587,1,1,1,20,1
3,3,3,38,6,30,108,3,1,1,14,1
0,3,8,41,5,30,8300,11,1,1,12,1
2,5,8,17,2,30,1587,1,1,2,8,1
0,5,2,49,2,30,108,3,1,1,12,1
0,3,8,70,3,40,1587,8,1,1,15,1
6,4,8,41,4,30,1587,1,1,1,11,1
6,4,4,19,4,30,745,3,1,1,20,1
6,6,8,62,5,30,1587,1,1,1,8,1
3,3,3,26,5,30,49,2,1,1,13,1
8,3,8,27,6,30,1587,1,1,1,15,1
3,3,2,23,6,30,125,4,1,1,16,1
0,3,11,30,1,30,49,3,1,1,1,1
0,3,11,30,1,30,49,3,1,1,1,1
6,3,5,26,2,30,2402,19,1,1,8,1
6,3,14,49,2,30,2664,8,1,1,8,1
3,3,8,42,7,30,1587,1,1,1,8,1
0,4,10,37,3,30,1896,9,1,1,16,1
3,3,8,22,4,30,1587,3,1,1,13,1
3,3,6,47,1,30,6700,11,1,1,21,1
3,3,3,45,4,30,2499,8,1,1,23,1
3,3,8,29,7,30,1587,5,1,1,19,1
3,6,7,25,4,30,125,3,1,1,16,1
6,3,8,35,7,30,1587,1,1,1,21,1
0,3,12,39,4,40,2402,19,1,1,16,1
0,3,5,52,4,40,2143,19,1,1,16,1
6,4,8,20,5,30,1587,1,1,1,13,1
0,3,9,31,3,30,7300,11,1,1,21,1
0,6,3,37,5,30,1797,9,1,1,10,1
1,3,9,24,5,30,599,5,1,1,17,1
3,4,9,37,6,30,2035,9,1,1,12,1
0,3,8,49,6,30,1587,4,1,1,15,1
2,6,8,18,1,30,1587,1,1,1,8,1
0,3,6,24,7,30,1968,9,2,1,14,1
2,4,8,23,5,30,1587,9,1,1,10,1
2,4,1,54,5,30,1598,9,1,1,10,1
3,6,8,25,6,30,1587,1,1,1,22,1
3,3,6,26,6,30,998,5,1,1,21,1
3,3,6,26,6,30,998,5,1,1,21,1
2,4,8,25,7,30,1398,9,1,1,17,1
2,4,8,48,7,30,1587,1,1,1,17,1
3,5,8,37,1,30,1587,3,1,1,0,1
3,3,10,38,1,30,2985,9,1,1,14,1
6,3,8,31,2,30,898,5,1,1,16,1
1,3,1,54,3,30,4461,11,1,1,13,1
6,3,12,53,3,30,2402,8,1,1,10,1
0,3,6,51,4,30,3600,9,1,2,21,1
0,3,5,67,4,30,1968,9,1,2,21,1
6,4,8,34,5,30,1587,1,1,2,8,1
3,3,4,27,2,30,1170,5,1,1,13,1
3,3,1,22,6,30,108,3,1,1,23,1
1,3,6,40,1,30,108,3,1,1,15,1
1,6,9,47,7,30,2402,8,1,1,10,1
3,3,8,48,3,30,1587,8,1,1,16,1
6,3,4,32,2,30,125,3,1,1,0,1
3,3,1,28,1,30,108,4,1,2,11,1
3,6,2,49,5,30,1997,8,1,1,17,1
3,6,2,49,5,30,1997,8,1,1,17,1
6,3,14,46,3,30,3000,9,1,1,18,1
6,6,8,26,3,30,1587,19,1,1,17,1
6,3,1,31,5,30,1200,9,1,1,18,1
6,3,4,34,5,30,1248,9,1,1,18,1
6,3,8,35,5,30,11967,21,1,2,11,1
3,6,6,31,1,30,659,5,1,1,12,1
3,3,5,45,5,30,125,4,1,1,21,1
3,5,8,46,5,30,1587,1,1,1,14,1
0,3,8,41,6,30,1587,1,1,1,7,1
3,3,8,26,5,30,1587,9,1,1,23,1
6,3,8,39,7,30,1587,5,1,1,9,1
0,3,8,47,1,30,1587,9,1,1,11,1
0,6,2,42,7,30,1598,9,1,1,10,1
0,6,2,42,7,30,1598,9,1,1,10,1
0,6,2,42,7,30,1598,9,1,1,10,1
0,6,2,42,7,30,1598,9,1,1,10,1
2,4,7,38,2,30,1598,9,1,1,19,1
3,6,8,23,1,30,1587,1,1,1,15,1
3,6,2,46,5,30,1995,8,1,1,15,1
3,3,2,48,6,30,4461,11,1,2,12,1
0,3,3,32,6,30,108,2,1,1,18,1
0,4,1,48,1,30,4500,11,1,1,15,1
3,3,1,37,3,30,125,3,1,1,6,1
3,3,1,37,3,30,125,3,1,1,6,1
3,3,9,46,2,30,599,5,1,1,8,1
3,3,8,52,2,30,1587,9,1,1,8,1
3,3,8,52,2,30,1587,9,1,1,8,1
2,6,8,33,2,30,1587,1,1,1,14,1
0,3,12,49,4,30,647,3,1,1,10,1
0,4,7,46,4,30,1497,9,1,2,12,1
6,4,8,26,2,30,1587,11,1,1,11,1
6,4,7,35,5,30,125,3,1,1,13,1
3,6,3,26,5,30,124,3,1,1,13,1
0,3,8,37,4,30,1587,11,1,1,16,1
6,3,8,41,1,30,1587,1,1,1,20,1
3,3,5,25,1,30,1598,9,1,1,2,1
3,3,26,56,7,30,1781,9,1,1,15,1
0,6,8,23,4,30,1587,1,1,1,18,1
7,3,2,32,3,30,125,3,1,1,17,1
3,5,14,64,5,30,1850,9,1,1,12,1
0,3,8,37,3,30,1587,11,1,1,8,1
0,5,6,24,4,30,599,5,1,1,16,1
0,5,4,33,7,30,125,2,1,1,18,1
3,6,3,54,5,30,3498,9,1,1,12,1
6,6,9,37,5,30,1997,19,1,1,16,1
3,3,8,36,5,30,1587,4,1,1,11,1
3,3,12,37,1,30,1997,9,1,1,20,1
0,5,8,42,5,30,1587,1,1,1,23,1
3,5,3,25,6,30,2143,19,1,1,13,1
3,6,5,31,6,30,125,3,1,1,10,1
6,4,5,20,3,30,125,3,1,1,1,1
1,3,1,51,2,30,4461,11,1,1,15,1
0,3,3,41,2,30,2499,8,1,1,15,1
6,3,2,22,3,30,1968,9,1,1,14,1
6,3,8,36,3,30,1587,1,1,1,18,1
6,3,9,37,3,30,2402,8,1,1,20,1
6,3,4,28,4,30,124,3,1,1,19,1
6,4,5,67,4,30,1390,9,1,1,11,1
2,4,8,34,5,30,1587,1,1,2,18,1
3,3,1,43,5,30,4461,11,1,2,16,1
3,3,8,24,6,30,1587,1,1,2,0,1
2,5,8,21,7,30,1587,1,1,1,11,1
3,3,8,21,6,30,1587,9,1,1,21,1
3,3,11,57,6,30,2402,8,1,1,21,1
3,3,2,48,7,30,4461,11,1,1,13,1
0,3,8,20,7,30,1587,1,1,1,18,1
0,3,8,26,7,30,1587,3,2,1,16,1
0,3,8,52,7,30,1587,1,2,1,16,1
6,3,7,39,1,30,108,3,2,1,19,1
6,3,8,23,7,30,1587,3,1,1,7,1
6,3,5,19,2,30,125,3,1,1,23,1
3,3,8,28,5,30,1587,1,1,2,10,1
0,3,5,45,5,30,2499,8,1,1,12,1
6,4,8,40,4,30,1587,3,1,1,19,1
6,6,6,16,4,30,49,2,1,1,15,1
3,3,3,20,4,30,124,3,1,1,8,1
8,3,8,23,3,30,1587,1,1,1,8,1
2,4,13,25,5,30,49,2,1,1,21,1
3,3,5,25,5,30,998,5,1,1,19,1
3,3,8,37,5,30,1587,11,1,1,12,1
0,3,8,29,6,30,1587,1,1,1,20,1
6,4,8,57,7,30,1587,1,1,1,13,1
3,3,1,52,1,30,4500,11,1,1,9,1
3,4,8,25,2,30,1587,3,1,1,16,1
3,4,13,31,2,30,1995,9,1,1,16,1
3,3,8,24,4,30,1587,1,1,1,14,1
3,3,2,47,4,30,1995,9,1,1,18,1
3,4,8,37,4,30,1587,1,1,1,8,1
0,3,8,37,4,30,1587,3,1,1,14,1
0,3,8,37,4,30,1587,19,1,1,16,1
2,4,2,23,6,30,124,3,1,1,19,1
3,3,8,37,5,30,1587,1,1,1,18,1
3,3,8,37,5,30,1587,1,1,1,18,1
3,3,8,20,4,30,1587,1,1,2,11,1
3,3,7,32,7,30,124,3,1,1,18,1
6,3,1,52,1,30,4461,11,1,1,10,1
0,3,3,42,2,30,1968,9,1,1,19,1
6,4,8,28,2,30,1587,1,1,1,18,1
0,3,2,39,2,30,124,3,1,1,20,1
6,3,8,33,4,30,1587,1,1,1,18,1
3,5,8,42,3,30,1587,1,1,1,16,1
6,4,8,23,3,30,1587,1,1,1,17,1
6,4,8,34,4,30,1587,1,1,1,7,1
1,3,5,37,7,30,4500,11,1,1,15,1
3,3,2,34,7,30,125,3,1,1,18,1
6,3,13,27,6,30,7300,11,1,1,14,1
3,6,9,51,6,30,12580,21,1,1,10,1
3,6,8,30,6,30,1587,9,1,1,17,1
0,4,8,40,6,30,1587,1,1,1,13,1
3,5,13,39,3,30,1397,9,1,1,8,1
3,3,2,47,3,30,9360,11,1,1,14,1
3,5,7,30,3,30,2148,19,1,1,11,1
0,3,7,31,3,30,124,3,1,1,18,1
6,3,3,26,4,30,124,3,1,1,18,1
1,3,2,21,5,30,2987,9,1,1,2,1
1,3,2,21,5,30,2987,9,1,1,2,1
6,3,13,32,1,30,973,9,1,1,6,1
3,3,3,56,7,30,4500,11,1,1,11,1
0,6,8,39,1,30,1598,9,1,1,12,1
0,6,8,39,1,30,1598,9,1,1,12,1
3,3,8,42,5,30,1587,1,1,1,17,1
0,3,7,37,1,30,108,5,1,1,20,1
6,3,8,22,3,30,1296,9,1,1,8,1
1,3,9,37,4,30,1968,9,1,1,17,1
6,3,4,28,7,30,125,3,1,1,0,1
3,6,3,28,1,30,108,3,1,1,16,1
0,3,2,47,5,30,3993,9,1,1,15,1
2,3,8,47,7,30,1587,1,1,1,0,1
0,6,4,37,7,30,4367,9,1,1,10,1
0,6,8,25,1,30,125,3,1,1,14,1
0,6,4,18,1,30,108,3,1,1,14,1
3,3,18,21,2,30,124,3,1,1,13,1
6,3,8,34,2,30,1587,1,1,1,20,1
3,3,1,34,1,30,600,4,1,1,11,1
0,3,8,22,3,30,124,3,1,1,7,1
3,3,8,34,4,30,1587,1,1,1,14,1
3,5,8,26,5,30,108,3,1,1,2,1
6,4,5,60,5,30,1596,9,1,1,16,1
6,4,5,60,5,30,1596,9,1,1,16,1
6,4,5,60,5,30,1596,9,1,1,16,1
6,4,5,29,5,30,2402,19,1,1,16,1
3,3,6,79,1,30,1339,9,1,1,14,1
0,5,8,55,5,30,1587,1,1,1,18,1
3,3,8,25,5,30,1587,1,1,1,17,1
0,3,12,52,5,30,996,4,1,1,18,1
3,3,2,48,3,30,1956,9,1,1,1,1
3,5,11,37,6,30,599,4,1,1,9,1
2,4,13,19,3,30,1388,9,1,1,13,1
2,4,13,19,3,30,1388,9,1,1,13,1
6,3,12,46,4,30,234,3,1,1,0,1
0,4,13,81,4,30,796,9,1,1,11,1
6,4,8,26,5,30,1587,3,1,1,20,1
0,5,10,20,3,30,124,3,1,1,17,1
3,3,16,55,7,30,2664,8,1,1,20,1
6,3,3,21,2,30,600,5,1,1,7,1
3,3,1,31,2,30,108,3,1,1,14,1
6,3,8,39,4,30,1587,1,1,1,8,1
3,3,8,43,2,30,1587,1,1,1,13,1
3,4,8,51,3,30,1587,1,1,1,18,1
0,3,1,37,3,30,1050,5,2,1,16,1
3,3,8,31,6,30,1587,1,1,1,18,1
3,3,8,37,5,30,1587,9,1,1,19,1
0,3,8,37,4,30,1587,8,1,1,17,1
3,3,8,28,4,30,1587,1,1,1,17,1
3,3,8,22,6,30,1587,1,1,1,18,1
2,6,8,58,6,30,1587,1,1,1,9,1
0,6,10,17,7,30,124,3,1,1,17,1
3,5,8,42,1,30,2499,8,1,1,16,1
3,5,8,42,1,30,2499,8,1,1,16,1
3,3,3,42,5,30,4760,11,1,1,16,1
3,3,3,42,5,30,4760,11,1,1,16,1
3,3,3,42,5,30,4760,11,1,1,16,1
6,3,8,23,5,30,1587,3,1,1,15,1
6,3,8,23,5,30,1587,3,1,1,15,1
0,3,8,35,5,30,1587,1,1,1,18,1
6,3,8,38,5,30,1587,1,1,1,23,1
1,4,9,37,6,30,125,2,1,1,18,1
6,4,6,48,2,30,1248,19,1,1,14,1
6,5,8,40,6,30,1587,1,1,1,7,1
0,3,13,37,4,30,7300,11,1,1,8,1
6,4,8,32,4,30,1587,1,1,2,7,1
3,5,8,36,4,30,1587,1,1,1,21,1
6,4,8,47,5,30,1587,1,1,1,8,1
6,4,7,30,5,30,125,3,1,1,14,1
3,5,1,27,6,30,1560,19,1,1,12,1
0,3,8,24,6,30,1587,9,1,1,15,1
6,5,13,27,7,30,1989,9,1,1,16,1
3,6,8,21,1,30,1587,1,1,1,15,1
6,3,7,20,3,30,125,3,1,1,20,1
3,3,3,37,4,30,1390,9,1,1,13,1
3,5,8,41,5,30,1587,1,1,1,18,1
0,3,15,48,7,40,2664,8,1,1,4,1
0,3,4,24,7,40,2143,9,1,1,4,1
3,5,4,55,1,30,1796,8,1,2,13,1
3,3,3,32,5,30,2231,9,1,1,7,1
3,6,8,24,6,30,1587,1,1,1,23,1
6,5,8,32,6,30,1587,8,1,1,17,1
6,5,8,32,6,30,1587,8,1,1,17,1
0,3,5,35,7,30,1797,8,1,1,19,1
3,3,8,26,7,30,1587,1,1,1,18,1
3,3,1,37,4,30,125,3,1,1,15,1
3,3,8,35,4,30,1587,1,1,1,13,1
3,3,12,29,3,30,125,3,1,1,19,1
3,3,11,40,4,30,1896,9,2,1,22,1
3,3,8,19,2,30,1587,1,1,1,15,1
6,3,1,39,3,30,1591,9,1,1,14,1
3,3,8,57,1,30,1587,1,1,1,7,1
3,3,8,39,1,30,1587,1,1,1,10,1
6,3,8,51,6,30,1587,9,1,2,5,1
6,3,8,51,6,30,1587,9,1,2,5,1
6,3,8,51,6,30,1587,9,1,2,5,1
3,3,8,36,6,30,1587,1,1,1,7,1
0,3,1,23,1,30,108,3,1,1,21,1
0,3,6,38,7,30,1600,9,1,1,17,1
0,3,6,38,7,30,1600,9,1,1,17,1
3,3,8,38,5,30,1587,1,1,1,18,1
6,4,8,21,5,30,1587,1,1,1,10,1
3,3,8,31,2,30,1587,1,1,1,17,1
3,3,8,44,1,30,1587,1,1,1,9,1
6,3,8,21,3,30,125,3,1,1,18,1
3,3,8,19,3,30,1587,1,1,1,11,1
6,3,17,32,3,30,1998,9,1,1,19,1
0,3,12,20,1,30,124,3,1,1,18,1
6,3,4,49,6,30,803,5,1,1,17,1
3,3,8,37,2,30,1587,5,1,1,4,1
0,3,8,29,3,30,1587,3,1,1,19,1
3,3,3,75,2,30,999,9,1,1,15,1
3,5,1,22,2,30,108,3,1,1,13,1
2,6,8,49,3,30,1587,1,1,1,16,1
0,3,8,39,3,30,1587,1,1,1,18,1
0,3,8,24,3,30,1587,1,1,1,18,1
6,3,4,34,3,30,745,5,2,1,18,1
2,6,8,25,6,30,1587,1,1,1,22,1
3,4,8,19,4,30,1587,2,1,2,15,1
0,3,6,31,5,30,1995,9,1,1,22,1
6,3,8,31,5,30,1587,1,1,1,8,1
6,3,5,61,7,30,278,3,1,1,12,1
3,3,9,40,7,30,124,3,1,1,12,1
6,6,9,50,2,30,1896,8,1,1,1,1
6,3,8,20,1,30,124,3,1,1,21,1
3,3,1,27,2,30,108,3,1,1,11,1
1,4,11,40,2,30,124,3,1,1,18,1
6,3,8,32,5,30,1587,1,1,1,7,1
0,6,14,36,3,30,1998,9,1,1,12,1
3,3,6,32,3,30,656,5,1,2,17,1
0,3,8,37,3,30,1587,9,1,1,17,1
3,3,8,37,1,30,1587,9,1,1,2,1
3,3,15,37,7,30,1796,9,1,1,17,1
6,3,8,28,7,30,1587,1,1,1,6,1
3,3,8,49,6,30,1587,1,1,1,9,1
3,3,2,28,5,30,2198,19,1,1,22,1
6,3,8,25,5,30,1587,9,1,1,12,1
3,3,4,19,1,30,1995,9,1,1,4,1
3,3,4,19,1,30,1995,9,1,1,4,1
6,5,2,37,3,30,1995,19,1,1,14,1
3,3,12,33,4,30,1796,9,1,1,21,1
3,3,8,37,4,30,1587,3,1,2,8,1
3,3,9,26,2,30,125,3,1,2,18,1
3,3,5,81,1,30,1390,9,1,1,8,1
6,3,8,36,7,30,1587,3,1,1,11,1
6,4,8,31,6,30,1587,11,1,1,17,1
6,6,6,37,6,30,124,3,1,1,13,1
3,3,3,37,3,30,124,3,1,1,15,1
0,3,1,27,4,30,49,3,1,1,9,1
0,6,11,23,4,30,124,3,1,1,16,1
6,4,5,40,2,30,1910,8,1,1,0,1
6,4,5,40,2,30,1910,8,1,1,0,1
3,3,8,48,1,30,1587,11,1,1,1,1
3,3,8,47,6,30,1587,1,1,1,18,1
2,5,8,27,2,30,1587,1,1,1,21,1
3,3,10,48,4,30,599,5,1,1,21,1
0,6,3,21,6,30,1956,9,1,1,10,1
3,3,4,23,5,30,125,3,1,1,15,1
6,5,13,62,2,30,1998,9,1,1,19,1
2,5,8,38,3,30,1587,3,1,1,14,1
3,3,2,51,4,30,124,3,1,1,19,1
3,6,8,50,6,30,1587,9,1,1,16,1
0,3,6,38,6,30,656,5,1,1,20,1
0,3,2,54,7,30,4461,11,1,1,19,1
3,3,5,17,1,30,125,3,1,1,1,1
3,3,8,47,7,30,1999,9,1,1,21,1
3,4,5,23,1,30,108,3,1,1,11,1
0,4,8,26,4,30,125,3,1,1,8,1
3,3,8,36,2,30,2143,8,1,2,13,1
3,3,1,22,2,30,875,9,1,2,16,1
6,3,8,52,4,30,1968,9,1,1,10,1
3,3,2,31,3,30,125,3,1,1,17,1
6,3,8,66,4,30,1587,1,1,1,11,1
0,3,8,34,3,30,1050,5,1,1,15,1
0,6,8,58,5,30,1398,8,1,1,19,1
3,3,8,25,5,30,1587,1,1,2,8,1
6,3,14,24,5,30,124,3,1,1,8,1
3,5,8,26,1,30,1587,1,1,1,18,1
3,3,1,35,7,30,108,3,1,1,18,1
6,3,2,37,1,30,1598,8,1,1,4,1
6,3,2,37,1,30,1598,8,1,1,4,1
6,3,2,37,1,30,1598,8,1,1,4,1
0,3,9,52,7,30,4462,11,1,1,12,1
3,6,13,37,6,30,1388,9,1,1,9,1
0,3,8,30,1,30,49,2,1,1,14,1
6,3,1,43,2,30,1997,9,1,1,14,1
6,3,1,43,2,30,1997,9,1,1,14,1
6,3,7,56,2,30,2967,9,1,1,14,1
6,3,7,56,2,30,2967,9,1,1,14,1
3,3,8,25,4,30,1587,1,1,1,8,1
6,4,11,21,3,30,124,3,1,1,18,1
3,3,8,26,5,30,1497,9,1,1,10,1
2,6,8,51,4,30,1587,1,1,1,17,1
3,3,8,43,4,30,1587,1,1,1,9,1
3,4,8,27,4,30,1587,1,1,1,11,1
3,3,8,33,3,30,2143,8,1,1,11,1
0,3,12,44,5,50,599,5,1,1,18,1
0,5,2,27,7,30,1395,9,1,1,16,1
6,4,8,24,7,30,125,3,1,1,21,1
3,3,8,49,7,30,1587,1,1,1,21,1
3,3,3,63,3,30,9360,11,1,1,8,1
3,3,1,30,3,30,745,5,1,1,16,1
6,3,14,31,5,30,124,3,1,1,15,1
6,5,8,30,5,30,1587,1,1,1,18,1
3,3,1,33,6,30,798,3,1,1,16,1
0,3,8,38,2,30,1587,1,1,1,8,1
3,3,26,37,2,30,1000,5,1,1,16,1
6,3,8,31,2,30,1587,1,2,1,7,1
6,5,1,48,3,30,2143,8,1,1,4,1
3,6,31,53,3,30,652,5,1,1,14,1
2,5,8,28,3,30,1587,1,1,1,18,1
6,3,8,32,3,30,1587,1,1,1,7,1
0,6,8,44,4,30,1587,1,1,1,8,1
3,3,13,34,4,30,7300,11,1,1,15,1
6,4,8,39,4,30,1587,1,1,1,16,1
3,5,1,26,4,30,1796,8,1,1,23,1
3,3,6,45,4,30,1997,8,1,1,14,1
3,6,9,31,6,30,125,3,1,1,8,1
6,3,4,65,4,30,2967,8,1,2,21,1
6,3,4,65,4,30,2967,8,1,2,21,1
6,3,8,27,7,30,1798,8,2,1,19,1
3,3,8,24,1,30,1587,1,1,1,11,1
0,3,2,33,6,30,4461,11,1,1,19,1
6,3,5,48,6,30,48,2,1,1,7,1
0,3,8,55,6,30,1587,1,1,1,14,1
6,3,8,31,2,30,1587,1,2,1,7,1
3,3,1,46,7,30,4461,11,1,1,12,1
6,6,8,37,6,30,1587,9,1,1,11,1
3,4,8,37,4,30,1798,8,1,1,18,1
6,3,8,34,4,30,1587,1,1,1,21,1
0,3,8,37,4,30,1587,5,1,1,12,1
0,6,8,53,3,30,1587,1,1,1,17,1
6,3,7,38,1,30,999,5,1,1,3,1
3,3,1,43,1,30,125,3,1,1,10,1
6,4,1,23,5,30,125,3,1,1,18,1
0,3,2,29,5,30,1968,8,1,1,22,1
6,3,1,28,2,30,125,3,2,1,20,1
6,3,8,44,7,30,1587,1,1,1,14,1
1,3,11,25,2,30,124,5,1,1,15,1
6,3,9,32,7,30,600,5,1,1,19,1
3,4,1,30,6,30,249,4,1,1,7,1
3,3,1,37,3,30,4461,11,1,1,11,1
3,6,3,66,4,30,1560,9,1,1,22,1
3,3,8,24,3,30,1587,1,1,1,19,1
0,4,6,38,3,30,124,3,1,1,12,1
3,3,8,31,6,30,124,3,1,1,22,1
3,5,8,21,1,30,125,3,1,1,16,1
6,4,8,33,1,30,108,3,1,1,8,1
3,3,8,32,6,30,1397,9,1,1,21,1
3,3,8,32,6,30,1397,9,1,1,21,1
6,3,8,23,6,30,1587,1,1,1,11,1
3,3,2,21,6,30,125,3,1,1,14,1
6,6,7,31,7,30,125,3,1,2,21,1
0,3,9,37,2,30,124,3,2,1,14,1
3,3,1,45,2,30,1968,20,1,1,9,1
6,4,6,39,4,30,125,5,1,1,17,1
3,3,8,37,5,30,124,3,1,2,19,1
6,5,6,51,6,30,1399,19,1,1,10,1
3,3,8,37,6,30,108,3,1,1,21,1
6,4,8,47,1,30,1587,2,1,1,21,1
6,3,8,19,7,30,124,3,1,1,21,1
6,3,8,23,7,30,125,3,1,1,21,1
0,5,1,37,4,30,1560,19,1,1,16,1
3,3,8,27,2,30,125,3,1,1,12,1
6,3,8,51,4,30,1587,3,1,1,17,1
6,3,8,52,3,30,1587,1,1,1,9,1
3,3,8,43,4,30,1499,9,1,1,16,1
3,3,8,37,5,30,1587,9,1,1,2,1
3,3,8,27,4,30,49,2,1,2,18,1
