junction_detail,1st_road_class,age_of_vehicle,age_of_driver,day_of_week,time_range,speed_limit,engine_capacity_(cc),junction_detail,vehicle_type,urban_or_rural_area,road_surface_conditions,accident_severity
3,3,5,50,3,20-21,30,1242,3,9,1,2,3
3,3,5,50,3,20-21,30,1242,3,9,1,2,3
3,4,11,24,2,17-18,40,1595,3,9,2,1,3
0,3,9,55,6,22-23,30,1798,0,8,1,1,3
0,3,9,55,6,22-23,30,1798,0,8,1,1,3
3,3,11,68,6,15-16,30,1796,3,9,1,2,3
3,5,8,43,4,17-18,30,1598,3,9,1,1,3
6,4,12,57,7,6-7,30,1199,6,9,1,2,3
3,3,15,22,4,17-18,30,1124,3,9,1,1,3
3,3,15,22,4,17-18,30,1124,3,9,1,1,3
3,6,16,36,6,17-18,30,1800,3,9,1,1,3
6,4,8,26,2,10-11,30,1587,6,9,1,2,3
6,4,8,78,2,10-11,30,1587,6,9,1,2,3
3,4,8,55,2,10-11,30,1587,3,19,1,2,3
3,3,1,28,7,17-18,30,1362,3,9,1,2,3
3,3,8,21,7,17-18,30,999,3,9,1,2,3
3,6,2,34,4,17-18,30,1598,3,9,1,2,3
3,4,11,35,2,19-20,30,124,3,4,2,1,3
3,4,8,55,2,19-20,30,1242,3,9,2,1,3
3,3,8,62,2,13-14,30,998,3,9,1,1,3
3,4,8,47,5,4-5,30,1587,3,8,1,2,3
3,3,3,67,6,13-14,30,1560,3,9,1,1,3
6,5,8,49,1,12-13,30,1587,6,1,1,1,3
0,4,8,39,3,13-14,30,1587,0,9,2,1,3
6,6,8,31,3,12-13,30,1587,6,9,2,1,3
6,6,2,45,3,12-13,30,1598,6,9,2,1,3
6,6,2,45,3,12-13,30,1598,6,9,2,1,3
3,3,32,59,6,12-13,30,750,3,5,1,2,3
6,3,5,39,5,12-13,30,1598,6,9,1,1,3
6,3,6,18,1,11-12,30,999,6,9,1,2,3
6,3,8,29,1,11-12,30,1587,6,9,1,2,3
6,3,1,50,1,11-12,30,1396,6,9,1,2,3
6,3,1,50,1,11-12,30,1396,6,9,1,2,3
6,3,16,43,5,22-23,30,1796,6,9,1,1,3
8,4,5,56,6,17-18,40,1995,8,9,1,2,3
8,4,8,39,6,17-18,40,1587,8,9,1,2,3
3,3,8,47,3,12-13,30,1598,3,9,1,2,3
6,3,8,37,4,17-18,30,1587,6,9,1,1,3
3,3,8,62,5,9-10,30,1968,3,9,1,1,3
3,3,8,40,3,19-20,30,2987,3,9,1,2,3
3,3,8,40,3,19-20,30,2987,3,9,1,2,3
3,3,8,40,3,19-20,30,2987,3,9,1,2,3
0,5,5,66,4,8-9,30,1248,0,9,1,2,3
7,3,8,51,2,16-17,30,1587,7,9,1,2,3
7,3,8,47,2,16-17,30,1587,7,9,1,2,3
3,3,8,77,5,8-9,30,1587,3,9,1,2,3
3,3,8,77,5,8-9,30,1587,3,9,1,2,3
0,3,8,45,5,2-3,30,1587,0,9,1,2,3
6,3,14,45,4,7-8,30,1199,6,9,1,2,3
3,5,1,24,7,14-15,30,108,3,3,1,1,3
0,3,8,37,7,2-3,30,1587,0,9,1,1,3
3,3,1,56,7,11-12,30,898,3,9,1,1,3
3,3,1,56,7,11-12,30,898,3,9,1,1,3
3,3,1,56,7,11-12,30,898,3,9,1,1,3
3,3,11,42,1,10-11,40,1598,3,9,1,1,3
3,3,11,42,1,10-11,40,1598,3,9,1,1,3
3,3,9,43,3,18-19,30,2000,3,9,1,2,3
2,4,8,71,4,13-14,30,1587,2,9,2,1,3
2,4,8,71,4,13-14,30,1587,2,9,2,1,3
0,6,8,29,3,15-16,20,1596,0,9,1,1,3
3,3,5,64,5,9-10,30,1229,3,9,1,1,3
3,3,8,30,2,11-12,30,1587,3,9,1,1,3
3,3,8,46,5,18-19,30,1587,3,1,1,1,3
3,3,1,36,6,18-19,30,1248,3,9,1,1,3
3,5,9,47,6,11-12,30,1998,3,9,2,1,3
3,5,9,47,6,11-12,30,1998,3,9,2,1,3
0,3,13,48,4,7-8,30,748,0,5,2,2,3
3,5,2,47,2,0-1,30,1396,3,9,1,2,3
3,3,4,18,4,19-20,30,125,3,3,1,1,3
1,3,15,28,5,12-13,30,6871,1,11,1,2,3
0,5,8,35,6,22-23,30,1587,0,9,1,1,3
6,3,3,35,3,16-17,30,1968,6,19,1,1,3
0,3,8,82,6,15-16,50,1587,0,9,2,1,3
0,3,2,37,6,15-16,50,1582,0,9,2,1,3
0,3,8,46,6,15-16,50,1587,0,9,2,1,3
0,3,2,55,6,15-16,50,898,0,9,2,1,3
0,3,2,55,6,15-16,50,898,0,9,2,1,3
1,3,8,28,4,12-13,60,1587,1,9,2,1,3
0,6,2,40,7,9-10,30,998,0,9,1,2,3
0,4,1,34,4,11-12,30,1560,0,9,1,2,3
0,4,1,34,4,11-12,30,1560,0,9,1,2,3
6,3,6,33,5,22-23,30,2179,6,9,1,2,3
6,3,16,60,5,22-23,30,1596,6,9,1,2,3
3,3,6,42,7,14-15,30,1255,3,5,1,1,3
3,3,6,42,7,14-15,30,1255,3,5,1,1,3
0,3,2,23,5,18-19,60,2199,0,9,2,1,3
0,3,8,32,3,6-7,30,1587,0,1,2,1,3
3,3,15,56,5,19-20,30,1588,3,9,1,2,3
8,4,8,69,4,14-15,30,1398,8,9,1,1,3
8,4,8,81,4,14-15,30,1587,8,9,1,1,3
6,3,8,32,3,16-17,50,1968,6,9,1,1,3
6,3,5,31,3,16-17,50,1242,6,9,1,1,3
6,3,5,31,3,16-17,50,1242,6,9,1,1,3
3,3,10,21,5,19-20,30,1299,3,9,1,1,3
0,3,8,30,3,11-12,30,1587,0,9,1,1,3
3,3,8,27,6,8-9,30,1560,3,9,1,2,3
3,3,11,35,6,8-9,30,1124,3,9,1,2,3
0,3,3,27,4,17-18,40,1242,0,9,1,1,3
0,3,3,44,4,17-18,40,1798,0,9,1,1,3
0,3,8,37,4,17-18,40,1587,0,9,1,1,3
1,5,8,55,6,9-10,30,998,1,5,1,1,3
3,4,10,47,3,9-10,30,1364,3,9,1,1,3
3,4,10,47,3,9-10,30,1364,3,9,1,1,3
3,4,9,31,3,9-10,30,1390,3,9,1,1,3
3,5,10,33,5,18-19,20,1598,3,9,1,1,3
6,3,2,49,3,18-19,30,1598,6,9,1,2,3
3,5,8,39,5,12-13,30,1587,3,1,1,1,3
0,4,4,21,5,19-20,60,1149,0,9,2,1,3
7,3,7,23,6,12-13,30,1796,7,9,1,1,3
7,3,7,23,6,12-13,30,1796,7,9,1,1,3
7,3,7,23,6,12-13,30,1796,7,9,1,1,3
7,3,4,48,6,12-13,30,1229,7,9,1,1,3
6,3,12,27,7,20-21,30,1840,6,9,2,1,3
0,5,8,53,3,19-20,30,1587,0,1,2,1,3
0,3,1,75,2,9-10,30,1461,0,9,1,1,3
0,3,15,56,2,9-10,30,1596,0,9,1,1,3
0,3,1,30,5,19-20,30,1229,0,9,1,1,3
8,4,14,36,1,10-11,30,998,8,5,2,1,3
3,3,7,46,1,14-15,30,1248,3,9,1,1,3
3,3,7,46,1,14-15,30,1248,3,9,1,1,3
3,3,8,27,6,7-8,30,1587,3,3,1,1,3
3,3,5,54,7,20-21,40,1798,3,9,1,1,3
3,3,5,54,7,20-21,40,1798,3,9,1,1,3
3,4,8,30,3,11-12,30,1587,3,1,1,1,3
0,3,8,53,6,17-18,30,1587,0,1,1,1,3
6,5,8,29,7,7-8,20,1587,6,1,1,1,3
0,3,2,43,4,8-9,40,999,0,9,1,2,3
3,3,8,37,7,18-19,30,1587,3,9,1,1,3
3,6,2,25,5,18-19,30,1956,3,9,1,1,3
6,4,4,19,5,21-22,30,1248,6,9,1,1,3
6,4,1,18,5,21-22,30,1390,6,9,1,1,3
3,5,8,19,5,18-19,30,1587,3,9,1,1,3
6,3,11,28,7,21-22,40,998,6,9,1,1,3
6,3,7,35,7,21-22,40,1997,6,8,1,1,3
0,3,8,40,6,17-18,30,1587,0,1,1,2,3
3,5,13,68,1,8-9,30,998,3,9,1,2,3
1,3,3,48,2,13-14,30,1596,1,9,1,2,3
3,4,8,43,1,13-14,30,1587,3,9,1,1,3
3,4,8,43,1,13-14,30,1587,3,9,1,1,3
3,4,4,19,1,13-14,30,1242,3,9,1,1,3
3,4,4,19,1,13-14,30,1242,3,9,1,1,3
7,5,4,33,7,17-18,30,1686,7,9,1,1,3
0,6,8,42,1,16-17,30,1587,0,9,1,1,3
6,3,16,38,3,8-9,30,1900,6,9,1,1,3
3,4,12,54,4,18-19,30,1598,3,9,2,1,3
3,4,12,54,4,18-19,30,1598,3,9,2,1,3
6,3,11,39,3,16-17,30,2685,6,9,1,2,3
6,3,8,18,1,0-1,30,1587,6,1,1,1,3
8,4,8,42,6,8-9,30,1587,8,1,1,1,3
6,3,11,23,5,15-16,30,1242,6,9,1,1,3
6,3,1,43,2,17-18,30,2967,6,9,1,2,3
6,3,10,43,2,17-18,30,1900,6,9,1,2,3
3,4,1,22,5,17-18,30,1797,3,9,1,1,3
3,4,8,48,5,17-18,30,1399,3,9,1,1,3
3,4,8,48,5,17-18,30,1399,3,9,1,1,3
3,4,8,48,5,17-18,30,1399,3,9,1,1,3
8,4,8,27,6,17-18,30,2521,8,9,1,1,3
8,4,5,20,6,17-18,30,1364,8,9,1,1,3
8,4,2,33,6,17-18,30,1149,8,9,1,1,3
6,3,16,39,1,11-12,30,498,6,4,1,1,3
9,5,8,83,1,22-23,30,1296,9,9,1,1,3
9,5,8,83,1,22-23,30,1296,9,9,1,1,3
9,5,2,18,1,22-23,30,999,9,9,1,1,3
9,5,2,18,1,22-23,30,999,9,9,1,1,3
3,4,12,24,2,23-24,40,1598,3,9,1,1,3
3,4,11,24,2,23-24,40,1461,3,9,1,1,3
0,3,5,55,2,12-13,30,1560,0,9,1,2,3
0,3,3,30,2,12-13,30,2967,0,9,1,2,3
6,3,4,55,4,11-12,30,1560,6,9,1,1,3
6,3,4,55,4,11-12,30,1560,6,9,1,1,3
6,3,8,35,3,13-14,30,999,6,9,1,1,3
6,3,12,29,2,17-18,30,1995,6,9,1,1,3
3,3,9,31,7,20-21,30,1300,3,9,1,1,3
3,3,8,24,7,20-21,30,1587,3,9,1,1,3
3,5,11,41,2,7-8,60,1422,3,9,2,2,3
3,5,9,41,2,7-8,60,3900,3,11,2,2,3
1,3,9,38,6,7-8,30,1368,1,9,1,1,3
1,3,9,38,6,7-8,30,1368,1,9,1,1,3
0,3,12,47,6,23-24,40,102,0,3,2,1,3
0,6,16,71,5,9-10,30,1796,0,9,1,1,3
3,3,14,45,7,17-18,30,1988,3,9,1,1,3
3,3,8,47,3,17-18,40,1587,3,1,2,1,3
1,4,8,73,5,13-14,30,1197,1,9,2,1,3
3,5,7,57,4,14-15,30,2204,3,9,1,1,3
1,3,8,55,3,16-17,30,1587,1,1,1,1,3
3,3,5,45,5,12-13,30,1598,3,9,1,1,3
3,4,8,42,3,16-17,30,1587,3,1,1,1,3
0,5,2,63,4,15-16,30,1968,0,9,1,1,3
0,6,11,67,6,9-10,30,2402,0,8,1,1,3
1,5,14,43,3,8-9,30,1389,1,9,1,1,3
1,5,14,43,3,8-9,30,1389,1,9,1,1,3
1,5,6,50,3,8-9,30,1686,1,9,1,1,3
0,3,8,34,5,7-8,30,1461,0,9,1,1,3
0,3,8,34,5,7-8,30,1461,0,9,1,1,3
0,3,8,34,5,7-8,30,1461,0,9,1,1,3
0,3,8,39,5,7-8,30,1395,0,9,1,1,3
6,5,9,30,2,19-20,30,998,6,9,1,2,3
6,3,8,39,6,17-18,40,1598,6,9,1,1,3
6,3,8,39,6,17-18,40,1598,6,9,1,1,3
6,3,8,39,6,17-18,40,1598,6,9,1,1,3
6,3,8,39,6,17-18,40,1598,6,9,1,1,3
6,3,8,39,6,17-18,40,1598,6,9,1,1,3
6,3,10,33,6,17-18,40,1364,6,9,1,1,3
3,3,5,21,7,13-14,30,1390,3,9,1,1,3
0,4,8,52,4,9-10,30,1587,0,1,1,1,3
6,3,1,18,6,16-17,30,1461,6,9,1,2,3
6,5,9,64,5,14-15,30,2987,6,9,1,1,3
0,6,14,91,4,17-18,30,1299,0,9,1,1,3
3,4,13,81,5,14-15,30,1396,3,9,1,1,3
3,4,13,81,5,14-15,30,1396,3,9,1,1,3
3,4,12,18,5,14-15,30,1199,3,9,1,1,3
3,4,12,18,5,14-15,30,1199,3,9,1,1,3
3,3,5,25,4,16-17,30,1242,3,9,1,1,3
3,6,8,13,7,20-21,30,1587,3,1,1,1,3
6,4,8,48,7,16-17,30,1587,6,1,1,1,3
3,3,8,55,6,9-10,40,1587,3,11,1,1,3
3,3,8,55,6,9-10,40,1587,3,11,1,1,3
3,3,8,55,6,9-10,40,1587,3,11,1,1,3
6,4,5,53,1,16-17,40,1255,6,5,1,1,3
6,5,11,21,5,13-14,30,1896,6,9,1,1,3
6,5,12,44,5,13-14,30,1398,6,9,1,1,3
9,6,4,35,3,14-15,30,124,9,3,1,1,3
0,3,8,49,4,14-15,40,1587,0,1,1,1,3
0,4,8,29,1,9-10,30,1587,0,1,1,1,3
1,3,1,29,7,14-15,30,1200,1,9,1,1,3
6,6,8,65,7,11-12,30,1587,6,1,1,1,3
3,3,3,39,6,16-17,40,1198,3,9,1,1,3
6,3,3,34,6,13-14,40,998,6,9,1,2,3
6,3,14,47,6,13-14,40,1598,6,9,1,2,3
0,5,11,23,3,9-10,30,1149,0,9,1,1,3
0,5,12,40,3,9-10,30,1796,0,9,1,1,3
0,6,8,17,6,22-23,30,998,0,9,2,2,3
0,6,8,17,6,22-23,30,998,0,9,2,2,3
3,6,3,19,4,9-10,30,1242,3,9,1,1,3
9,3,1,43,4,17-18,30,998,9,9,1,1,3
9,3,9,70,5,10-11,30,1061,9,9,1,1,3
3,6,17,40,3,16-17,30,1985,3,9,1,1,3
3,6,10,34,5,17-18,30,1398,3,9,1,1,3
3,6,10,34,5,17-18,30,1398,3,9,1,1,3
3,6,10,34,5,17-18,30,1398,3,9,1,1,3
3,6,8,52,6,14-15,30,1587,3,1,1,1,3
6,3,2,32,6,18-19,30,1598,6,8,1,1,3
3,3,8,22,6,22-23,30,124,3,4,1,1,3
1,3,7,65,3,21-22,30,1968,1,9,1,1,3
3,5,8,36,3,14-15,30,1587,3,1,1,1,3
3,6,1,64,5,14-15,30,1598,3,9,1,1,3
8,4,8,18,2,15-16,30,1587,8,1,1,1,3
3,4,1,21,5,8-9,30,125,3,3,1,1,3
1,3,6,23,3,19-20,30,1242,1,9,1,2,3
1,3,6,23,3,19-20,30,1242,1,9,1,2,3
1,3,1,21,3,19-20,30,1199,1,9,1,2,3
3,3,6,37,3,17-18,30,998,3,9,1,1,3
3,3,4,72,3,17-18,30,998,3,9,1,1,3
6,3,10,60,7,11-12,30,1998,6,9,1,1,3
0,6,8,69,5,14-15,30,1587,0,1,1,1,3
6,4,8,48,4,16-17,40,1587,6,1,1,1,3
8,5,10,38,6,15-16,30,1896,8,9,1,1,3
8,5,10,38,6,15-16,30,1896,8,9,1,1,3
0,6,4,19,4,17-18,30,1199,0,9,1,1,3
0,4,10,48,7,12-13,40,1598,0,9,2,1,3
0,4,10,48,7,12-13,40,1598,0,9,2,1,3
6,3,10,35,3,16-17,30,1995,6,9,1,2,3
0,3,10,23,5,8-9,40,1248,0,9,1,1,3
3,6,8,47,5,9-10,30,1587,3,1,1,1,3
6,5,8,56,3,7-8,30,1587,6,90,1,1,3
7,3,5,23,1,12-13,30,1995,7,9,1,1,3
7,3,5,23,1,12-13,30,1995,7,9,1,1,3
0,6,12,26,2,18-19,30,1199,0,9,1,1,3
6,3,13,52,6,20-21,30,1299,6,9,1,2,3
1,3,12,22,2,17-18,30,998,1,9,1,1,3
3,3,8,49,5,18-19,30,1587,3,3,1,2,3
3,3,8,37,1,10-11,40,1587,3,1,1,1,3
3,3,8,41,7,10-11,30,1598,3,9,1,1,3
3,5,8,39,6,17-18,30,1587,3,1,1,1,3
0,5,17,23,5,15-16,30,1600,0,9,1,1,3
9,3,8,49,4,17-18,30,1587,9,1,1,1,3
2,5,13,41,1,11-12,30,1796,2,9,1,2,3
0,3,2,37,1,14-15,40,1364,0,9,1,1,3
7,5,8,67,7,15-16,30,1598,7,9,1,2,3
7,5,8,67,7,15-16,30,1598,7,9,1,2,3
0,3,1,47,6,16-17,30,1598,0,19,1,1,3
0,3,9,70,6,16-17,30,1339,0,9,1,1,3
0,3,8,41,6,16-17,30,999,0,9,1,1,3
3,3,8,82,1,11-12,30,1587,3,1,1,2,3
3,3,8,39,5,17-18,30,2993,3,9,1,2,3
6,6,1,44,3,17-18,20,1956,6,9,1,2,3
3,5,7,34,4,17-18,30,999,3,5,1,2,3
3,3,8,61,3,5-6,30,1587,3,1,1,1,3
7,3,3,32,2,20-21,40,1998,7,9,1,2,3
3,4,6,43,3,16-17,30,1686,3,9,1,1,3
0,3,16,30,2,9-10,50,647,0,5,1,1,3
7,3,8,32,6,20-21,30,1896,7,9,1,2,3
0,3,10,26,4,16-17,40,1995,0,9,1,2,3
0,3,10,26,4,16-17,40,1995,0,9,1,2,3
0,5,8,50,3,15-16,30,1587,0,4,1,2,3
3,4,10,26,4,15-16,30,1587,3,9,1,2,3
0,5,8,18,5,22-23,30,1587,0,9,1,2,3
3,5,7,49,5,18-19,30,1968,3,9,1,2,3
3,5,7,49,5,18-19,30,1968,3,9,1,2,3
3,5,7,49,5,18-19,30,1968,3,9,1,2,3
3,4,5,63,3,17-18,30,1242,3,9,1,1,3
3,6,7,50,2,11-12,30,2402,3,19,1,2,3
3,3,8,59,3,23-24,30,2191,3,9,1,2,3
0,5,1,32,3,18-19,20,4367,0,9,1,2,3
9,3,8,22,7,19-20,30,1587,9,1,1,1,3
3,4,8,25,1,11-12,30,1364,3,9,1,1,3
2,5,8,26,6,8-9,30,1587,2,1,1,1,3
0,3,34,54,5,19-20,40,123,0,3,1,1,3
3,4,3,60,3,18-19,30,1386,3,9,1,1,3
3,6,8,29,2,18-19,40,1587,3,1,1,2,3
6,3,10,31,1,17-18,30,1896,6,9,1,2,3
6,3,14,32,6,19-20,30,4398,6,9,1,2,3
6,3,8,43,6,19-20,30,2149,6,9,1,2,3
0,4,3,26,3,8-9,30,1598,0,9,1,1,3
6,3,9,38,7,9-10,30,1596,6,9,1,2,3
6,3,8,60,7,9-10,30,1587,6,9,1,2,3
3,4,8,55,4,17-18,30,1587,3,1,1,2,3
3,5,8,52,2,16-17,60,1587,3,9,2,1,3
3,5,8,44,2,16-17,60,2720,3,9,2,1,3
3,4,11,36,4,19-20,30,1600,3,9,1,2,3
3,4,11,36,4,19-20,30,1600,3,9,1,2,3
3,4,11,36,4,19-20,30,1600,3,9,1,2,3
3,4,11,36,4,19-20,30,1600,3,9,1,2,3
3,4,11,36,4,19-20,30,1600,3,9,1,2,3
3,4,11,36,4,19-20,30,1600,3,9,1,2,3
1,3,1,28,6,8-9,40,125,1,3,1,2,3
6,3,8,19,4,14-15,30,1587,6,1,1,2,3
3,4,8,35,2,16-17,30,1587,3,1,1,2,3
2,3,8,49,7,10-11,30,1587,2,1,1,2,3
3,4,9,52,6,15-16,30,1360,3,9,1,2,3
0,3,8,25,3,22-23,40,1587,0,9,1,1,3
0,3,8,25,3,22-23,40,1587,0,9,1,1,3
1,5,8,63,5,17-18,30,1461,1,9,1,3,3
1,5,8,59,1,10-11,30,1587,1,1,1,1,3
0,5,10,21,3,18-19,30,1590,0,9,2,4,3
3,5,8,44,4,9-10,30,1587,3,9,1,2,3
6,3,5,18,2,20-21,40,1242,6,9,1,1,3
8,3,8,30,7,9-10,30,1587,8,9,1,1,3
8,3,11,26,7,9-10,30,1390,8,9,1,1,3
8,3,2,28,7,9-10,30,1242,8,9,1,1,3
0,5,1,47,4,9-10,30,2143,0,9,1,1,3
0,5,8,60,4,9-10,30,1587,0,21,1,1,3
6,3,13,18,6,1-2,40,1397,6,9,1,1,3
1,5,4,46,4,10-11,30,12419,1,21,1,1,3
3,6,11,18,5,18-19,30,1390,3,9,1,2,3
7,5,16,42,3,8-9,30,1360,7,9,1,1,3
7,5,16,42,3,8-9,30,1360,7,9,1,1,3
3,3,8,63,6,6-7,40,1587,3,1,1,2,3
0,6,15,65,2,22-23,30,398,0,4,1,2,3
0,6,5,35,2,22-23,30,1461,0,9,1,2,3
6,3,8,59,4,9-10,30,1587,6,9,1,1,3
1,3,4,50,6,16-17,30,779,1,5,1,1,3
3,4,8,24,4,15-16,30,1587,3,1,1,2,3
3,5,4,37,2,18-19,30,2143,3,19,1,1,3
3,6,3,37,2,7-8,30,1600,3,9,1,1,3
2,4,10,30,2,18-19,30,1686,2,9,1,2,3
6,4,8,37,3,7-8,30,1587,6,9,1,2,3
3,3,3,37,5,9-10,30,124,3,3,1,2,3
6,3,8,37,5,9-10,30,1587,6,1,1,2,3
0,6,13,85,1,15-16,30,1388,0,9,1,1,3
3,5,6,61,6,6-7,30,998,3,5,1,1,3
3,6,5,41,3,15-16,30,1598,3,8,1,1,3
3,6,6,46,3,15-16,30,1798,3,8,1,1,3
2,4,11,30,6,22-23,30,1461,2,9,1,2,3
3,3,8,39,5,8-9,30,1587,3,1,1,1,3
3,3,8,39,5,8-9,30,1587,3,1,1,1,3
3,3,8,31,4,18-19,30,1587,3,1,1,1,3
6,6,8,37,4,13-14,30,1587,6,9,1,1,3
3,3,3,40,6,10-11,30,4500,3,11,1,1,3
3,3,3,40,6,17-18,30,4500,3,11,1,1,3
3,5,8,41,6,13-14,30,1587,3,1,1,1,3
0,3,5,29,1,1-2,30,125,0,4,1,1,3
0,6,14,37,7,16-17,30,2435,0,9,1,1,3
8,3,7,43,6,15-16,30,680,8,5,1,1,3
6,3,8,37,3,17-18,30,1587,6,9,1,1,3
3,3,8,47,3,15-16,30,1587,3,1,1,1,3
1,6,8,58,4,9-10,30,1587,1,19,1,2,3
1,6,13,23,4,9-10,30,1598,1,9,1,2,3
6,3,3,35,6,1-2,30,1998,6,8,1,1,3
6,3,3,41,6,1-2,30,2143,6,8,1,1,3
6,5,4,45,5,19-20,30,1797,6,9,1,1,3
6,3,5,37,5,17-18,30,1968,6,9,1,1,3
0,3,11,36,6,7-8,30,7300,0,11,1,1,3
6,3,10,66,1,13-14,30,1198,6,9,1,2,3
3,3,13,56,6,23-24,30,1998,3,9,1,1,3
0,3,5,29,7,0-1,30,1797,0,8,1,1,3
3,3,11,48,1,16-17,30,1368,3,9,1,1,3
3,3,3,42,7,21-22,30,9360,3,11,1,1,3
3,4,2,41,7,14-15,30,125,3,3,1,2,3
6,3,2,42,6,16-17,30,599,6,5,1,1,3
3,3,10,25,3,14-15,30,1598,3,9,2,1,3
3,3,6,31,3,14-15,30,2148,3,19,2,1,3
3,3,6,31,3,14-15,30,2148,3,19,2,1,3
3,3,5,65,4,11-12,30,1560,3,8,1,1,3
3,3,8,52,4,12-13,30,1587,3,2,1,1,3
3,5,2,37,4,14-15,30,125,3,3,1,1,3
6,5,1,22,4,19-20,30,109,6,2,1,1,3
2,6,8,35,5,20-21,30,1587,2,1,1,1,3
6,3,9,18,7,9-10,30,124,6,3,1,1,3
0,3,1,20,1,23-24,30,3498,0,9,1,1,3
0,4,8,42,5,8-9,30,1587,0,1,1,2,3
3,5,8,29,5,16-17,30,1587,3,3,1,1,3
0,3,1,63,6,8-9,30,4500,0,11,1,1,3
0,6,8,25,6,13-14,30,1587,0,1,1,1,3
3,5,8,56,2,21-22,30,1587,3,1,1,1,3
3,3,5,36,3,20-21,30,108,3,3,1,1,3
1,3,3,25,3,15-16,50,124,1,3,1,1,3
1,3,6,43,3,15-16,50,599,1,5,1,1,3
6,3,8,34,3,8-9,30,1587,6,3,1,1,3
0,6,8,37,3,16-17,30,1587,0,9,1,1,3
3,5,8,48,6,8-9,30,2499,3,8,1,1,3
1,4,6,27,7,21-22,30,1364,1,9,1,2,3
6,4,8,27,6,18-19,30,1587,6,1,1,2,3
3,3,1,39,6,18-19,30,2499,3,8,1,2,3
3,3,2,45,6,18-19,30,1968,3,9,1,2,3
6,3,2,16,7,11-12,30,125,6,3,1,2,3
3,3,8,56,2,11-12,30,1587,3,3,1,1,3
3,3,11,35,2,20-21,30,124,3,3,1,2,3
0,6,8,46,2,9-10,30,1587,0,21,1,1,3
3,3,1,25,2,10-11,30,125,3,3,1,1,3
0,6,8,45,3,10-11,30,1587,0,9,1,1,3
3,3,6,45,3,17-18,30,124,3,3,1,2,3
3,3,7,40,3,10-11,30,680,3,3,1,1,3
3,4,8,50,4,20-21,30,1587,3,1,1,1,3
6,4,8,40,5,19-20,30,1587,6,1,1,2,3
6,3,5,22,5,22-23,30,125,6,3,1,2,3
6,3,5,54,6,23-24,30,2148,6,8,1,1,3
6,3,5,54,6,23-24,30,2148,6,8,1,1,3
3,5,3,45,1,10-11,30,4500,3,11,1,1,3
0,4,8,37,1,18-19,30,1587,0,9,1,2,3
3,3,8,36,4,7-8,30,1587,3,1,1,2,3
6,3,8,47,5,14-15,30,1587,6,1,1,2,3
6,4,8,41,5,21-22,30,1587,6,9,1,1,3
3,3,8,27,5,19-20,30,1587,3,1,1,1,3
6,3,8,59,1,18-19,30,1587,6,1,1,2,3
3,3,2,25,7,16-17,30,4461,3,11,1,1,3
3,3,8,30,1,13-14,30,1587,3,1,1,1,3
0,4,8,70,7,11-12,30,1587,0,9,1,2,3
0,3,8,42,7,16-17,30,2499,0,8,1,1,3
3,3,2,54,2,16-17,30,4461,3,11,1,1,3
3,5,8,36,2,10-11,30,1587,3,8,1,1,3
3,5,8,36,2,10-11,30,1587,3,8,1,1,3
3,5,8,36,2,10-11,30,1587,3,8,1,1,3
3,5,8,36,2,10-11,30,1587,3,8,1,1,3
3,5,8,36,2,10-11,30,1587,3,8,1,1,3
3,5,1,37,2,10-11,30,1560,3,9,1,1,3
3,3,8,33,2,11-12,30,1587,3,2,1,1,3
6,5,2,37,7,18-19,30,5513,6,9,1,1,3
0,6,4,21,3,21-22,30,108,0,4,1,2,3
3,3,2,54,3,10-11,30,2993,3,8,1,1,3
3,3,11,31,6,19-20,30,599,3,5,1,1,3
3,3,8,33,6,12-13,30,1587,3,1,1,1,3
0,3,8,42,7,13-14,30,1587,0,9,1,1,3
0,3,9,60,7,13-14,30,2987,0,9,1,1,3
3,3,1,25,4,7-8,30,124,3,3,1,1,3
3,3,12,41,3,12-13,30,125,3,4,1,1,3
6,3,6,36,3,19-20,30,125,6,4,1,1,3
3,3,4,21,3,22-23,30,124,3,4,1,1,3
3,3,2,30,3,23-24,30,3920,3,20,1,1,3
3,3,8,22,3,17-18,30,1587,3,1,1,1,3
3,3,8,22,5,20-21,30,1587,3,3,1,1,3
3,3,8,33,5,20-21,30,1587,3,1,1,1,3
3,3,3,38,6,14-15,30,108,3,3,1,1,3
0,3,8,41,5,12-13,30,8300,0,11,1,1,3
2,5,8,17,2,8-9,30,1587,2,1,1,2,3
0,5,2,49,2,12-13,30,108,0,3,1,1,3
0,3,8,70,3,15-16,40,1587,0,8,1,1,3
6,4,8,41,4,11-12,30,1587,6,1,1,1,3
6,4,4,19,4,20-21,30,745,6,3,1,1,3
6,6,8,62,5,8-9,30,1587,6,1,1,1,3
3,3,3,26,5,13-14,30,49,3,2,1,1,3
8,3,8,27,6,15-16,30,1587,8,1,1,1,3
3,3,2,23,6,16-17,30,125,3,4,1,1,3
0,3,11,30,1,1-2,30,49,0,3,1,1,3
0,3,11,30,1,1-2,30,49,0,3,1,1,3
6,3,5,26,2,8-9,30,2402,6,19,1,1,3
6,3,14,49,2,8-9,30,2664,6,8,1,1,3
3,3,8,42,7,8-9,30,1587,3,1,1,1,3
0,4,10,37,3,16-17,30,1896,0,9,1,1,3
3,3,8,22,4,13-14,30,1587,3,3,1,1,3
3,3,6,47,1,21-22,30,6700,3,11,1,1,3
3,3,3,45,4,23-24,30,2499,3,8,1,1,3
